1990 census,,,,,,,,,,,,,,,,,,,,,,
STATE,COUNTY,StateCounty,HHLDS,GINI,,----------------------INCOME BY QUINTILE LIMIT----------,,, ,COUNTY,,,---------------MEAN INCOME BY QUINTILE----------,,,95%,,,---------------PERCENT SHARE BY QUINTILE----------,,,95%
,,,,,FIRST,SECOND,THIRD,FOURTH,95 %ile,MEAN,FIRST,SECOND,THIRD,FOURTH,FIFTH,MEAN,FIRST,SECOND,THIRD,FOURTH,FIFTH,SHARE
South Dakota,JERAULD,46073,969,0.435588287,8635,15050,22590,34710,59950,24561,5287,12015,18523,27924,59059,101913,0.04305,0.09783,0.15083,0.22738,0.48091,0.20746
South Dakota,JONES,46075,520,0.393667745,9000,17080,24600,36700,57000,24599,5332,13222,20867,29335,54238,79814,0.04387,0.10744,0.16957,0.23838,0.44075,0.16214
South Dakota,KINGSBURY,46077,2341,0.4015948,9000,16300,24960,36595,58450,24463,5526,12431,20329,30041,53988,85923,0.04525,0.10162,0.16619,0.24558,0.44136,0.17561
South Dakota,LAKE,46079,4053,0.422826568,11200,19425,28500,38045,67500,29151,6324,15216,23569,32619,68029,130000,0.04388,0.10434,0.16162,0.22367,0.46649,0.22286
South Dakota,LAWRENCE,46081,7977,0.406285756,10460,19940,30000,43100,70030,29189,5877,14797,24759,35716,64793,100293,0.0409,0.10133,0.16954,0.24456,0.44367,0.17169
South Dakota,LINCOLN,46083,5510,0.38476892,14310,24000,34000,46500,75500,34023,8730,19206,28484,39420,74277,127649,0.05146,0.11288,0.16741,0.23169,0.43656,0.18756
South Dakota,LYMAN,46085,1262,0.429612809,9590,18165,26295,39070,77000,27690,5086,13875,21978,32380,65130,107510,0.03718,0.10017,0.15867,0.23377,0.47021,0.19404
South Dakota,MC COOK,46087,2164,0.393852949,9450,16785,24270,35665,59645,24687,5895,13168,20464,29206,54705,85542,0.0487,0.10657,0.16562,0.23637,0.44274,0.17308
South Dakota,MC PHERSON,46089,1332,0.460692386,6500,12600,19270,30805,52600,20994,3572,9518,15581,24319,51982,92502,0.03433,0.09065,0.14838,0.2316,0.49504,0.22023
South Dakota,MARSHALL,46091,1945,0.393783198,8100,15080,21150,29800,48345,21580,5022,11767,18140,25113,47857,78227,0.04747,0.10895,0.16795,0.23252,0.4431,0.18107
South Dakota,MEADE,46093,7081,0.362320267,12315,20500,29500,41500,63600,28443,7137,16661,24748,35216,58454,82371,0.05027,0.11714,0.174,0.2476,0.41099,0.14479
South Dakota,MELLETTE,46095,678,0.482599856,5950,10730,19740,30845,49200,20976,3450,8131,14820,24905,53576,96624,0.03378,0.07746,0.14117,0.23724,0.51035,0.23011
South Dakota,MINER,46097,1288,0.45077473,8000,13730,22800,34200,67200,24344,4613,10562,18719,28303,59521,103851,0.03993,0.08659,0.15347,0.23204,0.48797,0.21285
South Dakota,MINNEHAHA,46099,47850,0.412536944,13030,22820,33000,46500,76500,34116,7587,18057,27838,39115,77981,139841,0.04452,0.10585,0.16319,0.2293,0.45714,0.20494
South Dakota,MOODY,46101,2420,0.384217562,10770,18620,28800,39000,60200,27294,6174,15000,23735,33398,58164,90552,0.04529,0.1099,0.17391,0.24471,0.42618,0.16587
South Dakota,PENNINGTON,46103,30634,0.414546542,12700,20600,30100,44305,72100,31697,7192,16773,25202,36295,73023,130431,0.04545,0.10583,0.159,0.229,0.46072,0.20573
South Dakota,PERKINS,46105,1577,0.437273192,10040,16000,24520,36915,67720,26697,5523,13042,20318,29965,64639,111250,0.04156,0.09768,0.15218,0.22444,0.48414,0.20831
South Dakota,POTTER,46107,1238,0.428168094,9000,16600,24000,36000,67900,25699,4918,12898,20351,29494,60836,101576,0.03993,0.1002,0.1581,0.22913,0.47263,0.19728
South Dakota,ROBERTS,46109,3651,0.415114368,7845,13400,22000,31200,47500,21517,4492,10806,17434,26141,48713,81578,0.04252,0.10036,0.16192,0.24278,0.45242,0.18941
South Dakota,SANBORN,46111,1043,0.405496444,10000,15000,23600,32200,63000,23757,5378,12163,19658,27859,53727,82868,0.04527,0.1024,0.16549,0.23454,0.4523,0.17441
South Dakota,SHANNON,46113,2231,0.447178587,4800,8860,14255,24000,40500,15031,2581,6732,11238,18473,36133,53600,0.03434,0.08957,0.14953,0.24579,0.48077,0.1783
South Dakota,SPINK,46115,2981,0.438327492,9000,16140,24270,36100,59500,25182,4313,12484,19658,29199,60259,103015,0.03592,0.09898,0.15585,0.2315,0.47775,0.20418
South Dakota,STANLEY,46117,922,0.434669203,10050,18400,27500,38500,69700,28842,6141,14187,22510,32586,68786,131798,0.04307,0.09833,0.15601,0.22584,0.47674,0.22837
South Dakota,SULLY,46119,625,0.407882562,12000,19000,27000,38000,78700,29211,7430,15205,23270,32690,67463,118037,0.05149,0.10403,0.15921,0.22367,0.46159,0.20191
South Dakota,TODD,46121,2253,0.461322119,4890,9655,17300,29665,49500,18076,3088,6930,13128,23058,44173,63310,0.03417,0.07668,0.14526,0.25513,0.48876,0.17513
South Dakota,TRIPP,46123,2626,0.468383485,8220,15745,23800,37400,65950,27096,5409,11820,19726,29675,68850,136086,0.03992,0.08724,0.1456,0.21904,0.50819,0.25112
South Dakota,TURNER,46125,3338,0.390042218,9500,15600,24220,34900,54500,23672,5393,12603,19812,29039,51510,77346,0.04687,0.10633,0.16716,0.24502,0.43461,0.16315
South Dakota,UNION,46127,3855,0.390143688,9640,17970,26500,38500,60000,26206,5888,14056,22213,32263,56611,86122,0.04505,0.10726,0.16951,0.24619,0.43199,0.1643
South Dakota,WALWORTH,46129,2444,0.443505768,8615,15025,24740,36000,64100,25974,5704,11832,19510,29712,63111,116876,0.04411,0.09109,0.1502,0.22874,0.48586,0.22494
South Dakota,YANKTON,46135,7102,0.397141178,10435,17915,26800,39000,60810,26674,6193,14099,21911,32291,58875,94347,0.047,0.10565,0.16419,0.24197,0.44118,0.17675
South Dakota,ZIEBACH,46137,625,0.526805692,4905,10410,17500,31765,61900,21711,3015,7376,13970,23301,60890,114178,0.02778,0.06795,0.12869,0.21465,0.56093,0.26296
Tennessee,ANDERSON,47001,27463,0.427291236,10200,21000,32005,48300,76000,32219,5693,15519,26427,39499,73958,118216,0.03539,0.09633,0.16403,0.24518,0.45907,0.18345
Tennessee,BEDFORD,47003,11646,0.434698712,9100,18720,29000,43000,69585,29258,5238,13802,23627,35287,68336,115601,0.03611,0.09432,0.16146,0.24114,0.46698,0.19749
Tennessee,BENTON,47005,5751,0.419904776,8400,15500,24900,38000,60300,24968,5154,11830,20002,30755,57101,87647,0.04174,0.09471,0.16014,0.24623,0.45717,0.17543
Tennessee,BLEDSOE,47007,3237,0.422449286,7235,15000,22800,34500,59610,22787,4125,11082,18484,28695,51548,80012,0.03625,0.09726,0.16223,0.25185,0.45242,0.17556
Tennessee,BLOUNT,47009,33490,0.432152488,11000,20470,31000,46400,74600,32242,6309,15679,25569,38135,75518,132221,0.03914,0.09726,0.15861,0.23655,0.46845,0.20504
Tennessee,BRADLEY,47011,27814,0.416863943,10890,20190,31000,45000,71865,30910,6032,15416,25606,37665,69828,114485,0.03927,0.09973,0.16564,0.24365,0.45171,0.18515
Tennessee,CAMPBELL,47013,13063,0.442810126,6795,12790,21000,32600,54200,21490,3865,9618,16523,26468,50975,80388,0.03603,0.08951,0.15377,0.24631,0.47438,0.18703
Tennessee,CANNON,47015,4029,0.396074377,8435,18000,28000,38820,58000,25435,4713,12860,22581,32795,54223,76386,0.0375,0.10108,0.17748,0.25776,0.42618,0.15009
Tennessee,CARROLL,47017,10863,0.431348571,8500,16000,25105,37000,59000,25538,4832,12111,20582,30810,59354,100953,0.03818,0.09481,0.16114,0.2412,0.46467,0.19759
Tennessee,CARTER,47019,20177,0.442236041,7835,14885,23015,36040,60000,24358,4432,11205,18998,29110,58045,96886,0.03658,0.09198,0.15596,0.23897,0.47651,0.19884
Tennessee,CHEATHAM,47021,9464,0.374872377,13915,25000,36000,49300,71600,33877,7414,19286,30349,42159,70176,106319,0.04377,0.11386,0.17917,0.24889,0.4143,0.15692
Tennessee,CHESTER,47023,4493,0.405162871,7480,14995,25000,35425,55750,22997,4358,11151,19675,29690,50112,69063,0.0379,0.09698,0.17111,0.25821,0.43581,0.15016
Tennessee,CLAIBORNE,47025,9682,0.457780197,6705,13200,21000,33880,58400,22525,3965,9793,17072,26231,55563,93377,0.03534,0.08694,0.15157,0.23287,0.49328,0.20725
Tennessee,CLAY,47027,2854,0.429033103,6950,14000,22000,34000,58320,22007,3941,9980,17834,27912,50369,75243,0.03596,0.09068,0.16205,0.25362,0.45768,0.17092
Tennessee,COCKE,47029,11182,0.466771785,6110,12595,21000,33000,52000,22177,3502,9366,16791,26468,54759,97474,0.03158,0.08447,0.15143,0.2387,0.49383,0.21976
Tennessee,COFFEE,47031,15472,0.425823607,9000,19385,29735,45350,72000,29557,5167,14017,24304,36762,67532,103283,0.03497,0.09485,0.16446,0.24876,0.45697,0.17472
Tennessee,CROCKETT,47033,5182,0.476023634,7600,15800,25000,37500,62000,27257,4705,11405,20218,30825,69134,137137,0.03531,0.08362,0.14823,0.22599,0.50685,0.25135
Tennessee,CUMBERLAND,47035,13401,0.412126881,9100,16640,25000,35805,62975,25074,5316,12776,20430,29625,57222,89531,0.04251,0.10189,0.16294,0.23628,0.45638,0.17851
Tennessee,DAVIDSON,47037,207497,0.454008194,12400,23000,34155,51000,88760,36970,6369,17661,28330,41960,90532,168887,0.03452,0.09553,0.15325,0.22698,0.48972,0.22839
Tennessee,DECATUR,47039,4200,0.456615877,7000,13595,22000,33140,55800,23048,4235,9845,17795,26854,56512,98086,0.03682,0.08543,0.1544,0.23301,0.49034,0.21277
Tennessee,DE KALB,47041,5693,0.437854519,7240,15080,23300,36965,59000,23980,3920,10927,19223,29704,56124,88181,0.03395,0.09102,0.16012,0.24742,0.46749,0.18363
Tennessee,DICKSON,47043,12971,0.43337405,9820,19260,30000,44390,71700,29996,5258,14280,24455,36130,69858,115678,0.03523,0.09519,0.16302,0.24085,0.4657,0.19279
Tennessee,DYER,47045,13664,0.449053001,8300,17060,28000,41985,70000,28498,4835,12607,22298,34636,68115,115360,0.03393,0.08848,0.15649,0.24308,0.47803,0.2024
Tennessee,FAYETTE,47047,8465,0.45790409,8500,16440,28580,42500,65600,28924,4987,12297,22376,34725,70237,124680,0.03472,0.08501,0.15468,0.24005,0.48554,0.21548
Tennessee,FENTRESS,47049,5515,0.447741418,6000,11140,17000,27300,47980,18507,3645,8322,13930,21494,45143,75032,0.03975,0.0899,0.15048,0.2322,0.48768,0.20264
Tennessee,FRANKLIN,47051,12558,0.41202574,10200,18600,29275,42300,68000,28610,5685,14376,23589,35234,64163,99394,0.03982,0.10049,0.16489,0.24629,0.4485,0.17369
Tennessee,GIBSON,47053,18324,0.424275043,8290,16010,25340,38100,63000,25674,4946,12187,20772,31576,58891,92389,0.03854,0.09494,0.16181,0.24597,0.45875,0.17992
Tennessee,GILES,47055,9793,0.456004759,8320,17000,27400,42515,69360,28665,4591,12589,22086,34714,69346,117107,0.03205,0.08783,0.15409,0.2422,0.48383,0.20426
Tennessee,GRAINGER,47057,6348,0.392732747,8180,15000,23400,34665,52000,22410,4838,11697,19023,28052,48442,69870,0.04356,0.10434,0.1697,0.25025,0.43215,0.15583
Tennessee,GREENE,47059,21544,0.402960419,9600,17540,26000,38500,62200,25993,5385,13497,21583,32246,57256,88042,0.04163,0.10383,0.16603,0.24806,0.44046,0.16932
Tennessee,GRUNDY,47061,4742,0.423974352,6800,12500,20000,28980,49285,19823,3762,9568,16350,23811,45624,75012,0.03893,0.09643,0.16479,0.23999,0.45985,0.18901
Tennessee,HAMBLEN,47063,19410,0.413040266,10000,19200,28400,42300,69000,28615,5421,14653,23788,34817,64396,100602,0.03803,0.1024,0.16624,0.24331,0.45002,0.17576
Tennessee,HAMILTON,47065,111380,0.455631689,10695,20880,32430,50000,85955,34623,5814,15754,26516,40436,84596,149411,0.03363,0.091,0.15316,0.23357,0.48864,0.21576
Tennessee,HANCOCK,47067,2492,0.487472584,4860,9000,15395,25300,43910,17304,2978,6723,11890,20085,44845,81115,0.03442,0.07771,0.13743,0.23213,0.51831,0.23438
Tennessee,HARDEMAN,47069,8283,0.446674519,7190,14975,23000,35000,58010,23728,4006,10645,18852,28496,56640,95019,0.03386,0.08972,0.15889,0.24017,0.47737,0.20021
Tennessee,HARDIN,47071,8732,0.470380687,7540,13950,22420,36055,61595,24836,4456,10522,17827,28719,62656,112413,0.03595,0.08473,0.14354,0.23125,0.50453,0.2263
Tennessee,HAWKINS,47073,17307,0.4145205,8510,17100,27370,41055,62000,26541,4887,12810,21994,34052,58963,86398,0.0371,0.0965,0.16568,0.25652,0.44419,0.16272
Tennessee,HAYWOOD,47075,7073,0.459969397,6975,12605,23000,36500,60000,23665,4267,9540,17455,29100,57963,92824,0.03606,0.08063,0.14752,0.24593,0.48987,0.19612
Tennessee,HENDERSON,47077,8580,0.399233741,8400,16730,26000,36525,56000,24357,4695,12506,21019,30678,52887,77945,0.03913,0.10263,0.17249,0.25175,0.434,0.15991
Tennessee,HENRY,47079,11438,0.463066631,7750,14600,23200,36000,58000,25285,4455,11312,18747,28944,62964,117914,0.03609,0.0894,0.14816,0.22874,0.49761,0.23297
Tennessee,HICKMAN,47081,5928,0.425766972,8905,17370,26500,37600,68425,26311,4684,13038,21800,31167,60867,98670,0.03581,0.09908,0.16567,0.23686,0.46257,0.18746
Tennessee,HOUSTON,47083,2664,0.416859375,7200,15080,23900,35705,56245,23409,4232,11133,19581,29547,52554,75177,0.03616,0.09511,0.16729,0.25244,0.449,0.16057
Tennessee,HUMPHREYS,47085,6032,0.412327407,10000,17500,27050,41240,65290,27365,5347,13803,22180,33909,61589,90976,0.03934,0.10085,0.16206,0.24776,0.45,0.16618
Tennessee,JACKSON,47087,3655,0.470257837,6020,13695,22205,33000,59440,23269,3425,9725,18020,27329,57847,101614,0.02944,0.08358,0.15488,0.23489,0.4972,0.21834
Tennessee,JEFFERSON,47089,12266,0.432044637,9250,17950,26800,40000,65200,27988,5383,13633,22238,32917,65769,112758,0.03848,0.09742,0.15891,0.23521,0.46997,0.20144
Tennessee,JOHNSON,47091,5529,0.436268664,5885,11800,18645,29000,44870,18904,3394,8574,14943,23541,44066,71907,0.03712,0.0906,0.1579,0.24875,0.46563,0.18996
Tennessee,KNOX,47093,133584,0.469429541,10145,20090,32120,50390,86090,34829,5574,15089,25973,40298,87213,157437,0.03207,0.08664,0.14913,0.23139,0.50077,0.226
Tennessee,LAKE,47095,2422,0.445345856,6650,13000,21525,31000,54000,21289,3798,9385,16858,25868,50538,86932,0.03568,0.08816,0.15837,0.24301,0.47477,0.20417
Tennessee,LAUDERDALE,47097,8425,0.437029518,6905,14880,23750,36000,55920,23598,4001,10851,18901,29334,54901,87803,0.03394,0.09197,0.16019,0.2486,0.46529,0.18603
Tennessee,LAWRENCE,47099,13317,0.445023048,8980,16450,25735,38500,61050,26794,4853,12732,20930,31279,64175,116703,0.03669,0.09499,0.15616,0.23336,0.4788,0.21767
Tennessee,LEWIS,47101,3507,0.420276986,6675,14000,21000,31550,50000,20943,3990,9878,17561,25906,47381,74341,0.0381,0.09433,0.1677,0.24739,0.45247,0.17748
Tennessee,LINCOLN,47103,10918,0.43076026,8875,17970,27610,41000,67270,27616,4887,13104,22228,33879,63981,103834,0.03641,0.0948,0.16081,0.2451,0.46287,0.1878
Tennessee,LOUDON,47105,12202,0.431933904,10000,18995,30000,46000,74670,30582,5856,14400,24084,37212,71357,116521,0.03833,0.09417,0.1575,0.24335,0.46665,0.1905
Tennessee,MC MINN,47107,16350,0.432855374,8350,17000,27000,41330,66760,27024,4667,12294,21910,33646,62600,94262,0.03462,0.09098,0.16214,0.24899,0.46326,0.17439
Tennessee,MC NAIRY,47109,8810,0.43593348,6900,14160,23195,34490,54930,23106,4206,10403,18560,28524,53837,86769,0.03649,0.09004,0.16064,0.24688,0.46596,0.18775
Tennessee,MACON,47111,6225,0.486255605,7630,14375,23500,35595,56195,26090,4343,10804,18975,29245,67085,137451,0.0333,0.08282,0.14546,0.22418,0.51425,0.26341
Tennessee,MADISON,47113,29541,0.448204991,9075,18780,30000,45185,74770,30372,4871,14028,23902,36422,72639,123267,0.03208,0.09237,0.15739,0.23984,0.47832,0.20293
Tennessee,MARION,47115,9324,0.416150906,8690,16000,25000,37700,62000,24644,4717,12092,20144,30599,55667,82414,0.03833,0.09813,0.16347,0.24832,0.45175,0.1672
Tennessee,MARSHALL,47117,8243,0.413351856,10000,19145,29150,43510,65850,28893,5691,14368,23962,35844,64599,102370,0.0394,0.09946,0.16587,0.24812,0.44716,0.17715
Tennessee,MAURY,47119,20606,0.425972259,10220,20790,31930,46500,70820,31412,5455,15230,26185,38671,71517,118299,0.03486,0.09696,0.1667,0.24619,0.45529,0.18828
Tennessee,MEIGS,47121,2949,0.431415793,8000,15600,26000,38745,59000,24917,3824,11855,20216,31492,57195,86024,0.03069,0.09516,0.16227,0.25278,0.45909,0.17262
Tennessee,MONROE,47123,11354,0.409291906,8850,16000,24000,36800,56540,24217,5082,12269,19839,29391,54503,83226,0.042,0.10132,0.16384,0.24272,0.45012,0.17183
Tennessee,MONTGOMERY,47125,34388,0.386108219,12525,20900,30000,42395,67890,29862,6866,16794,25371,35729,64553,100772,0.04602,0.11247,0.16991,0.23928,0.43232,0.16872
Tennessee,MOORE,47127,1744,0.368345348,13000,22900,31410,44800,78095,31575,7587,18629,27705,37599,66354,99650,0.04868,0.11792,0.17537,0.23801,0.42003,0.1577
Tennessee,MORGAN,47129,5861,0.40191792,7295,14985,23140,33700,52800,21976,4079,11164,18977,27837,47822,67123,0.03727,0.10159,0.17268,0.2533,0.43515,0.1527
Tennessee,OBION,47131,12353,0.437577404,8630,17600,28000,42700,67375,28352,5118,12846,22429,35052,66313,107141,0.03613,0.09062,0.15821,0.24726,0.46778,0.18895
Tennessee,OVERTON,47133,6693,0.415713487,7615,14800,22300,32955,51680,22446,4737,11064,18263,27110,51057,82305,0.04221,0.09859,0.16273,0.24155,0.45492,0.18334
Tennessee,PERRY,47135,2495,0.425586182,8400,15320,22600,34600,61200,24199,5086,12126,18896,28097,56790,94934,0.0426,0.10016,0.15608,0.23208,0.46908,0.19604
Tennessee,PICKETT,47137,1835,0.531174067,7000,12500,19170,29265,52800,24426,4421,9497,15211,23233,69770,164133,0.0362,0.07776,0.12455,0.19023,0.57126,0.33597
Tennessee,POLK,47139,5079,0.399290886,8880,16585,25050,37000,60000,24828,5263,12552,21283,30541,54503,79359,0.04239,0.10111,0.17144,0.24602,0.43904,0.15982
Tennessee,PUTNAM,47141,19698,0.449790591,8950,17000,26500,41000,68150,28217,4897,12943,21694,33370,68180,117707,0.03479,0.09173,0.15375,0.2365,0.48322,0.20856
Tennessee,RHEA,47143,9128,0.430226021,7625,15520,24505,37570,63370,24510,4080,11624,19771,30529,56544,83972,0.03333,0.09485,0.16133,0.24911,0.46138,0.1713
Tennessee,ROANE,47145,18516,0.441199777,8970,19090,29765,46000,76900,30344,5004,13984,24095,37124,71511,115067,0.03307,0.09216,0.1588,0.24467,0.4713,0.18959
Tennessee,ROBERTSON,47147,14798,0.41382271,12000,22530,33935,47105,77000,33595,6561,17481,28302,39853,75778,130615,0.03906,0.10407,0.16849,0.23726,0.45112,0.1944
Tennessee,RUTHERFORD,47149,41960,0.385213381,13500,25170,36515,50850,76800,34805,7035,19498,30724,43143,73623,111497,0.04048,0.11204,0.17654,0.2479,0.42304,0.16017
Tennessee,SCOTT,47151,6570,0.47270185,6565,12000,19700,31000,51000,21591,3658,9256,15786,25093,54162,102077,0.03389,0.08574,0.14623,0.23244,0.5017,0.23639
Tennessee,SEQUATCHIE,47153,3277,0.442099578,7965,14650,24240,37540,56550,25128,4911,11019,19536,30579,59596,101674,0.03911,0.0877,0.15548,0.24338,0.47432,0.2023
Tennessee,SEVIER,47155,19463,0.410966469,10835,18605,27820,40210,68200,28321,6185,14601,22974,33499,64347,106753,0.04406,0.10307,0.16217,0.23647,0.45423,0.18839
Tennessee,SHELBY,47157,303631,0.469591173,10200,21000,33590,51635,90650,35806,5175,15700,27164,41863,89126,159844,0.02899,0.08769,0.15172,0.23382,0.49779,0.22319
Tennessee,SMITH,47159,5333,0.441844336,8970,18885,28500,41930,64000,28944,4810,13861,23259,34570,68221,122680,0.03348,0.09575,0.16068,0.23882,0.47127,0.21187
Tennessee,STEWART,47161,3714,0.41642574,8280,16000,25000,35500,56000,24495,4716,12034,20633,29784,55306,89958,0.03895,0.09821,0.16839,0.24307,0.45137,0.18354
Tennessee,SULLIVAN,47163,56582,0.442225277,10400,19735,30975,47000,78500,32124,5860,14921,25090,38224,76523,129851,0.03649,0.0929,0.15621,0.23798,0.47643,0.20211
Tennessee,SUMNER,47165,36947,0.397225096,14405,25855,38000,53900,83800,37458,7988,20180,31772,45152,82195,131089,0.04279,0.10773,0.16962,0.24105,0.43881,0.17496
Tennessee,TIPTON,47167,13096,0.415649882,9225,18675,29115,42000,63580,28006,4939,13963,23672,35208,62247,98794,0.03547,0.09969,0.16902,0.25138,0.44444,0.17635
Tennessee,TROUSDALE,47169,2270,0.424345124,7900,16400,24930,38000,65400,25039,4446,12222,20005,31174,57345,84612,0.03551,0.09763,0.1598,0.24901,0.45805,0.16896
Tennessee,UNICOI,47171,6586,0.44728808,7950,15000,25835,39350,65350,26699,5023,11522,20428,32551,63971,107317,0.0379,0.08629,0.15299,0.24377,0.47906,0.20092
Tennessee,UNION,47173,5000,0.397474423,8000,15505,24000,36010,54150,22873,4480,11597,19540,29482,49267,67861,0.03917,0.10141,0.17085,0.25779,0.43078,0.14834
Tennessee,VAN BUREN,47175,1797,0.388293242,7715,15255,24000,34000,53000,22005,4295,11032,20124,28606,45968,62902,0.03903,0.10027,0.1829,0.26,0.4178,0.14293
Tennessee,WARREN,47177,12724,0.451349837,8400,16155,26165,38100,67330,27052,4917,12133,21035,31722,65451,118484,0.03648,0.08969,0.1555,0.2345,0.48383,0.21897
Tennessee,WASHINGTON,47179,35772,0.44572575,9500,18400,29690,44815,74700,30373,5398,13848,23677,36295,72648,124140,0.03557,0.09119,0.1559,0.23898,0.47836,0.20435
Tennessee,WAYNE,47181,5216,0.397379942,8000,14340,22000,32000,52190,21835,4968,11073,18225,27127,47782,72043,0.04583,0.10139,0.16688,0.24838,0.43751,0.16491
Tennessee,WEAKLEY,47183,11968,0.426290867,8200,16235,25800,39570,64100,25694,4473,12169,20879,32329,58619,89565,0.03537,0.09467,0.16243,0.2515,0.45603,0.17419
Tennessee,WHITE,47185,7686,0.415417071,8000,15990,24070,36815,59000,24130,4635,11737,19937,29902,54438,80921,0.03876,0.09725,0.16519,0.24775,0.45105,0.16762
Tennessee,WILLIAMSON,47187,28152,0.43261692,20225,35200,52000,77000,133820,55582,11285,28041,43488,63182,131915,239764,0.04068,0.10089,0.15647,0.22733,0.47463,0.21567
Tennessee,WILSON,47189,24060,0.390571871,15300,27000,39000,55135,83300,38401,8337,21313,32952,46358,83046,133353,0.04345,0.111,0.17161,0.24143,0.43251,0.17363
Texas,ANDERSON,48001,14297,0.427442236,8600,17725,28000,42500,67200,27752,5004,12959,22708,34367,63723,98556,0.03623,0.09338,0.16362,0.24763,0.45915,0.17753
Texas,ANDREWS,48003,4734,0.397778402,11990,21270,31870,45000,71200,31106,6489,16747,26381,37609,68306,104996,0.04172,0.10768,0.16962,0.24181,0.43918,0.16877
Texas,ANGELINA,48005,24996,0.48454602,9000,18000,28000,42555,70000,31157,4744,13459,22886,34709,79986,161085,0.03054,0.08639,0.14689,0.22278,0.51339,0.25848
Texas,ARANSAS,48007,6961,0.475081276,8000,16950,27000,41000,77000,29087,4436,12480,21470,33320,73729,133128,0.03093,0.08578,0.14756,0.229,0.50673,0.22874
Texas,ARCHER,48009,2954,0.42250901,11000,20085,30480,45625,75000,31425,6418,15446,25231,37610,72419,120296,0.04095,0.09829,0.16056,0.23934,0.46086,0.19138
Texas,ARMSTRONG,48011,758,0.413307584,9600,18800,28000,44065,73000,29270,6809,13883,23057,35721,66883,100559,0.04652,0.09486,0.15754,0.24407,0.457,0.17178
Texas,ATASCOSA,48013,10028,0.453089526,7705,15300,24525,39200,69600,25746,4014,11299,19869,31399,62148,96543,0.03136,0.08775,0.15432,0.24387,0.4827,0.18746
Texas,AUSTIN,48015,7404,0.462490657,8400,18995,31000,46440,75300,31527,4534,13588,24565,38201,76748,132293,0.0288,0.08619,0.15583,0.24233,0.48685,0.2098
Texas,BAILEY,48017,2565,0.466747173,9360,16975,23005,39225,93700,27861,5397,12730,19795,29404,71977,128952,0.03874,0.09138,0.1421,0.21108,0.51669,0.23142
Texas,BANDERA,48019,4233,0.444424027,10090,19355,30000,45000,77720,31641,5617,14925,24682,36564,76417,129502,0.03598,0.0943,0.15593,0.231,0.48279,0.20454
Texas,BASTROP,48021,13435,0.40962727,9610,19270,30200,44100,69735,28848,5092,14658,24138,36844,63511,92337,0.03537,0.10162,0.16733,0.25541,0.44027,0.16003
Texas,BAYLOR,48023,1925,0.48901973,6500,12300,24000,36825,70000,25084,4373,8804,17786,29401,65054,114113,0.03487,0.0702,0.14181,0.23442,0.5187,0.22747
Texas,BEE,48025,8635,0.432972812,7515,15000,24000,37040,62000,24406,3996,11171,20065,30498,56301,84905,0.03288,0.09153,0.16441,0.24988,0.4613,0.17392
Texas,BELL,48027,67611,0.414985525,11300,19280,28630,43000,71000,29690,6250,15413,23733,35085,67968,111242,0.0422,0.10382,0.15986,0.23632,0.45781,0.18732
Texas,BEXAR,48029,409606,0.452438741,11000,20560,31800,48145,82400,33648,5610,15798,25891,39143,81799,144385,0.03341,0.09389,0.15388,0.23265,0.48617,0.21454
Texas,BLANCO,48031,2324,0.483449588,9750,17590,28250,40400,76000,31175,5353,13372,22601,33900,80648,165506,0.03437,0.08578,0.14499,0.21748,0.51738,0.26544
Texas,BORDEN,48033,292,0.515467537,12915,24500,32660,58130,161500,46293,8462,19103,28795,41735,133370,254285,0.03656,0.08253,0.1244,0.18031,0.5762,0.27465
Texas,BOSQUE,48035,5925,0.441427718,8800,16200,26450,41200,69960,27695,5207,12512,21294,33283,66180,105780,0.03808,0.09031,0.1537,0.24023,0.47768,0.19088
Texas,BOWIE,48037,30609,0.442125109,9600,19300,30120,46000,72000,30604,4901,14245,24369,37556,71948,119180,0.03214,0.09308,0.15924,0.24541,0.47014,0.19469
Texas,BRAZORIA,48039,64352,0.385129054,16000,27860,41130,57000,85700,39362,8427,21940,34344,48563,83539,130050,0.0429,0.11147,0.17448,0.24672,0.42442,0.16518
Texas,BRAZOS,48041,43904,0.514136581,7000,15000,26600,45000,81380,29765,3351,10750,20383,34709,79629,143939,0.02267,0.07222,0.13694,0.23319,0.53498,0.24176
Texas,BREWSTER,48043,3410,0.509053926,7000,14000,22620,40000,77330,27036,3815,10382,17703,30003,73276,133002,0.02822,0.0768,0.13096,0.22195,0.54207,0.24598
Texas,BRISCOE,48045,792,0.486114446,6850,14000,22500,35220,67700,25104,3892,10083,17738,28827,64982,119453,0.03199,0.08024,0.14117,0.22943,0.51717,0.23767
Texas,BROOKS,48047,2629,0.505882395,4870,9640,18685,30600,57000,20335,2758,7105,13704,24369,53739,92116,0.02712,0.06988,0.13478,0.23968,0.52854,0.2265
Texas,BROWN,48049,13107,0.450963155,7785,15000,24500,38000,66500,25340,4106,11393,19393,30626,61182,97712,0.03257,0.0899,0.15304,0.24168,0.4828,0.19277
Texas,BURLESON,48051,5100,0.441122496,7200,14930,25000,38280,60605,24674,4093,10892,19620,30881,57883,87979,0.03336,0.08827,0.159,0.25027,0.4691,0.17825
Texas,BURNET,48053,9025,0.459452533,9240,17000,26000,40800,71680,28799,5529,12884,21368,32368,71847,131227,0.0385,0.08947,0.14838,0.22476,0.4989,0.22781
